"size","percentage"
1359,0.737056494417531
1360,0.737086134585633
1361,0.737114767605806
1362,0.737290287084083
1363,0.737338145406263
1364,0.737358523634885
1365,0.737366513609451
1366,0.73770083550218
1367,0.737708338961914
1368,0.737725445224848
1369,0.738359598222845
1370,0.738390988699036
1371,0.738407214053037
1372,0.73843260911239
1373,0.738441288149751
1374,0.759528278505264
1375,0.759544809818029
1376,0.759568306572283
1377,0.759575141947632
1378,0.759594481915075
1379,0.759608342931443
1380,0.772062451914194
1381,0.77207186679762
1382,0.772152854819542
1383,0.772160848529116
1384,0.77476410202531
1385,0.774769958956297
1386,0.774842645573493
1387,0.775042196812166
1388,0.775101641042196
1389,0.775107301456514
1390,0.7753620834967
1391,0.775397836241806
1392,0.776274155013301
1393,0.776284207179704
1394,0.777460268167544
1395,0.777499961295827
1396,0.777754829793992
1397,0.777760114893223
1398,0.777945920858233
1399,0.777967536557877
1400,0.777996062311756
1401,0.778001776327327
1402,0.778153255582971
1403,0.778171221478761
1404,0.779172446133223
1405,0.779228696209036
1406,0.780152654475221
1407,0.780333129883054
1408,0.78743956886408
1409,0.787480025500162
1410,0.7877162952066
1411,0.787757037730211
1412,0.787788261364261
1413,0.787794856189542
1414,0.789055010507121
1415,0.78905993012135
1416,0.789079334753323
1417,0.789087108586485
1418,0.789114407925531
1419,0.789401411335761
1420,0.790584657039081
1421,0.790798910103108
1422,0.791174743363985
1423,0.791214073643742
1424,0.79298839763181
1425,0.792993132076138
1426,0.793842444263711
1427,0.793908397109099
1428,0.793935689736471
1429,0.793940424520989
1430,0.794444946036643
1431,0.794451264067402
1432,0.794490870730618
1433,0.794499953970903
1434,0.801959089046919
1435,0.801983806213063
1436,0.802218132220242
1437,0.80222437532406
1438,0.802281185062735
1439,0.802306146457255
1440,0.802314823425124
1441,0.802323440413169
1442,0.80288028298949
1443,0.802889186460397
1444,0.802904558666422
1445,0.802910767049554
1446,0.808319004349126
1447,0.808329813290392
1448,0.808339479914733
1449,0.808345359248677
1450,0.811159973524075
1451,0.811204464350843
1452,0.811222747325371
1453,0.811238999526067
1454,1
